,raw_text_src,raw_text,stance_label,spacy_processed_text,spacy_processed_text_src,avg_lev_dist
1090,Donald Trump,"@realDonaldTrump Sir, i just want you to know that you'll be the greatest President of this Generation!  #SemST",2,"$MENTION$ Sir , i just want you to know that you 'll be the greatest President of this Generation ! [EOS]
# SemST [EOS]",Donald Trump [EOS],97.9875
1091,Hillary Clinton,"@HillaryClinton: Here's to fearless women chasing their goals. Congratulations, Team #USA! H #SemST",2,"$MENTION$ : Here 's to fearless women chasing their goals . [EOS]
Congratulations , Team # USA ! [EOS]
H # SemST [EOS]",Hillary Clinton [EOS],98.0125
1092,Feminist Movement,"Being raised by a feminist in rotting, soiled clothes - ""I'm not your slave! #SemST",2,"Being raised by a feminist in rotting , soiled clothes - "" I 'm not your slave ! [EOS]
# SemST [EOS]",Feminist Movement [EOS],98.025
1093,Legalization of Abortion,we remind ourselves that love means to be willing to give until it hurts - Mother Teresa #SemST,2,we remind ourselves that love means to be willing to give until it hurts - Mother Teresa # SemST [EOS],Legalization of Abortion [EOS],98.0875
1094,Legalization of Abortion,Equal rights for all @SCOTUS? Except for the unborn?? #ycot #overturnRoe #SemST,2,"Equal rights for all $MENTION$ ? [EOS]
Except for the unborn ? ? [EOS]
# ycot # overturnRoe # SemST [EOS]",Legalization of Abortion [EOS],98.0875
1095,Hillary Clinton,@HillaryClinton tells #Jewish #donors she would be better #president than #Obama. #Election2016 #SemST,2,"$MENTION$ tells # Jewish # donors she would be better # president than # Obama . [EOS]
# Election2016 # SemST [EOS]",Hillary Clinton [EOS],98.1
1096,Hillary Clinton,@lindasuhler : My name is Rebecca and my grandmother immigrated to Sunnybrook Farm. @twitchyteam #SemST,2,"$MENTION$ : My name is Rebecca and my grandmother immigrated to Sunnybrook Farm . $MENTION$ [EOS]
# SemST [EOS]",Hillary Clinton [EOS],98.1125
1097,Hillary Clinton,Was asked by @HillaryClinton to help with her campaign. Gladly (excitedly) accepted! #SemST,2,"Was asked by $MENTION$ to help with her campaign . [EOS]
Gladly ( excitedly ) accepted ! [EOS]
# SemST [EOS]",Hillary Clinton [EOS],98.175
1098,Legalization of Abortion,RT @RogerIsCatholic: we remind ourselves that love means to be willing to give until it hurts - Mother Teresa #SemST,2,RT $MENTION$ : we remind ourselves that love means to be willing to give until it hurts - Mother Teresa # SemST [EOS],Legalization of Abortion [EOS],98.1875
1099,Hillary Clinton,@ahbrees @TODAYshow  Attack? More like the daily liberal media defend Hillary and her lies!! #SemST,2,"$MENTION$ $MENTION$ Attack ? [EOS]
More like the daily liberal media defend Hillary and her lies ! ! [EOS]
# SemST [EOS]",Hillary Clinton [EOS],98.2
1100,Hillary Clinton,Republicans now promoting #email #Benghazi subpoena which could be bad news for #SemST,2,Republicans now promoting # email # Benghazi subpoena which could be bad news for # SemST [EOS],Hillary Clinton [EOS],98.2
1101,Hillary Clinton,@danmericaCNN @GenGSPatton @danamericaIt looked like they were the ones tying the knots. @jlconnell66 #Killary #SemST,2,"$MENTION$ $MENTION$ $MENTION$ looked like they were the ones tying the knots . [EOS]
$MENTION$ # Killary # SemST [EOS]",Hillary Clinton [EOS],98.2125
1102,Feminist Movement,Feminism is the radical notion that women are human beings. #FeminismIsCruelty #SemST,2,"Feminism is the radical notion that women are human beings . [EOS]
# FeminismIsCruelty # SemST [EOS]",Feminist Movement [EOS],98.2125
1103,Atheism,"Didn't do what I came out to do today, but God always has a plan #trust #GodisGood #SemST",2,"Did not do what I came out to do today , but God always has a plan # trust # GodisGood # SemST [EOS]",Atheism [EOS],98.225
1104,Hillary Clinton,I'm tired of old presidential candidates. #babyboomersgohome #Bernie2016 #SemST,2,"I 'm tired of old presidential candidates . [EOS]
# babyboomersgohome # Bernie2016 # SemST [EOS]",Hillary Clinton [EOS],98.225
1105,Feminist Movement,The feminist in me dies a little when I have to ask my husband to open the jam jar. #SemST,2,"The feminist in me dies a little when I have to ask my husband to open the jam jar . [EOS]
# SemST [EOS]",Feminist Movement [EOS],98.225
1106,Hillary Clinton,I wish #OliviaPope could run @HillaryClinton 's campaign... #Scandal #livisreal #SemST,2,"I wish # OliviaPope could run $MENTION$ 's campaign ... [EOS]
# Scandal # livisreal # SemST [EOS]",Hillary Clinton [EOS],98.2375
1107,Feminist Movement,@WomensPowerHub @AlessandroCynic the fact you asked someone you blocked If they were now happy.....#SpankAFeminist #SemST,2,$MENTION$ $MENTION$ the fact you asked someone you blocked If they were now happy ..... #SpankAFeminist # SemST [EOS],Feminist Movement [EOS],98.25
1108,Legalization of Abortion,@WomanMDsGuide I thought they wanted less unwed mommas and less abortion. #confused #tcot #feminism #SemST,2,"$MENTION$ I thought they wanted less unwed mommas and less abortion . [EOS]
# confused # tcot # feminism # SemST [EOS]",Legalization of Abortion [EOS],98.2625
1109,Feminist Movement,Not catering to a woman that doesn't bring = amount to the table as I do. #equality  #SemST,2,"Not catering to a woman that does not bring = amount to the table as I do . [EOS]
# equality # SemST [EOS]",Feminist Movement [EOS],98.2625
1110,Donald Trump,"@HomerWhite @BeauCards Illegal!!!!!   DOJ,AG,law enforcement  Hello anyone!!!!!!  #SemST",2,"$MENTION$ $MENTION$ Illegal ! ! ! ! ! [EOS]
DOJ , AG , law enforcement Hello anyone ! ! ! ! ! ! [EOS]
# SemST [EOS]",Donald Trump [EOS],98.275
1111,Legalization of Abortion,Woe to those who call evil good & good evil. Isaiah 5:20 #SCOTUSMarriage #SemST,2,"Woe to those who call evil good & good evil . [EOS]
Isaiah 5:20 # SCOTUSMarriage # SemST [EOS]",Legalization of Abortion [EOS],98.275
1112,Legalization of Abortion,Does the Gay Community support Abortion? #ProLifeYouth #LGBTPrideMonth #SemST,2,"Does the Gay Community support Abortion ? [EOS]
# ProLifeYouth # LGBTPrideMonth # SemST [EOS]",Legalization of Abortion [EOS],98.3125
1113,Donald Trump,Confederate flag removed.  Now what will the racists complain about? #tcot #SemST,2,"Confederate flag removed . [EOS]
Now what will the racists complain about ? [EOS]
# tcot # SemST [EOS]",Donald Trump [EOS],98.3125
1114,Atheism,You can't think by yourself about life and believe in god. It just doesn't add up #SemST,2,"You ca not think by yourself about life and believe in god . [EOS]
It just does not add up # SemST [EOS]",Atheism [EOS],98.325
1115,Hillary Clinton,"@churstauthor Thanks for the follow Charles, may God bless you and your family !  #freeallfour #SemST",2,"$MENTION$ [EOS]
Thanks for the follow Charles , may God bless you and your family ! [EOS]
# freeallfour # SemST [EOS]",Hillary Clinton [EOS],98.3375
1116,Donald Trump,"RT @BlissTabitha ""Never quite works out that way huh?  #GlobalWarming HOAX #MediaMalpractice #SemST",2,"RT $MENTION$ "" Never quite works out that way huh ? [EOS]
# GlobalWarming HOAX # MediaMalpractice # SemST [EOS]",Donald Trump [EOS],98.35
1117,Legalization of Abortion,Would seem the anti choice brigade are ramping up... it's going to be a long haul #SemST,2,"Would seem the anti choice brigade are ramping up ... [EOS]
it 's going to be a long haul # SemST [EOS]",Legalization of Abortion [EOS],98.3625
1118,Hillary Clinton,#INeedMeninist because @HillaryClinton is running for president...do I need to say more? #SemST,2,"# INeedMeninist because $MENTION$ is running for president ... do I need to say more ? [EOS]
# SemST [EOS]",Hillary Clinton [EOS],98.375
1119,Feminist Movement,@TheSun @George_Osborne Innocent men should NOT be convicted of domestic violence! #SayNoToFeminism #SemST,2,"$MENTION$ $MENTION$ Innocent men should NOT be convicted of domestic violence ! [EOS]
# SayNoToFeminism # SemST [EOS]",Feminist Movement [EOS],98.375
1120,Hillary Clinton,@GovChristie can't even run NJ and wants to be president? I'd vote for him before @HillaryClinton #SemST,2,"$MENTION$ ca not even run NJ and wants to be president ? [EOS]
I 'd vote for him before $MENTION$ [EOS]
# SemST [EOS]",Hillary Clinton [EOS],98.4
1121,Hillary Clinton,"@jjauthor Janie, I am honored to be followed by you, thank you and God bless you.  #freeallfour #SemST",2,"$MENTION$ Janie , I am honored to be followed by you , thank you and God bless you . [EOS]
# freeallfour # SemST [EOS]",Hillary Clinton [EOS],98.4
1122,Feminist Movement,3rd wave feminism is pretty much the far-left equivalent of the Tea Party... #SemST,2,"3rd wave feminism is pretty much the far - left equivalent of the Tea Party ... [EOS]
# SemST [EOS]",Feminist Movement [EOS],98.425
1123,Feminist Movement,@youramsa 1 in 3 women will have an abortion? Outrageous! #YesAllWomen  #3mt #amsaM15 #SemST,2,"$MENTION$ 1 in 3 women will have an abortion ? [EOS]
Outrageous ! [EOS]
# YesAllWomen # 3mt # amsaM15 # SemST [EOS]",Feminist Movement [EOS],98.4625
1124,Hillary Clinton,crazy to think next up for the Oval Office is either going to be Hillary or a Republican #SemST,2,crazy to think next up for the Oval Office is either going to be Hillary or a Republican # SemST [EOS],Hillary Clinton [EOS],98.4625
1125,Legalization of Abortion,How Ohio is secretly as restrictive as Texas with their #antichoice laws #TRAPlaws #SemST,2,How Ohio is secretly as restrictive as Texas with their # antichoice laws # TRAPlaws # SemST [EOS],Legalization of Abortion [EOS],98.4875
1126,Legalization of Abortion,The answer to a #crisis #pregnancy is to eliminate the crisis not the #child.youthgen #SemST,2,The answer to a # crisis # pregnancy is to eliminate the crisis not the # child.youthgen # SemST [EOS],Legalization of Abortion [EOS],98.4875
1127,Legalization of Abortion,@marcmaron @amyschumer @JuddApatow Are you a triceratops or tricerabottom? #arethosehornsyourewearing #SemST,2,"$MENTION$ $MENTION$ $MENTION$ Are you a triceratops or tricerabottom ? [EOS]
# arethosehornsyourewearing # SemST [EOS]",Legalization of Abortion [EOS],98.5
1128,Hillary Clinton,@PhxKen Shocked she didn't burst into flames! #WakeUpAmerica #makeAmericaGreatAgain #SemST,2,"$MENTION$ [EOS]
Shocked she did not burst into flames ! [EOS]
# WakeUpAmerica # makeAmericaGreatAgain # SemST [EOS]",Hillary Clinton [EOS],98.5
1129,Donald Trump,@AmnestyOnline @AlsisiOfficial @titotarek8 amnesty u r becoming boring biased arrogant crawl back to u r hole #Egypt #SemST,2,$MENTION$ $MENTION$ $MENTION$ amnesty u r becoming boring biased arrogant crawl back to u r hole # Egypt # SemST [EOS],Donald Trump [EOS],98.5
1130,Hillary Clinton,@megynkelly Hahahaha combed through emails!!! Bunch of scumbags!!! #NoHillary2016 #SemST,2,"$MENTION$ Hahahaha combed through emails ! ! ! [EOS]
Bunch of scumbags ! ! ! [EOS]
# NoHillary2016 # SemST [EOS]",Hillary Clinton [EOS],98.5125
1131,Atheism,Religion is the recognition of all our duties as divine commands. ~Immanuel Kant #SemST,2,"Religion is the recognition of all our duties as divine commands . [EOS]
~Immanuel Kant # SemST [EOS]",Atheism [EOS],98.5375
1132,Donald Trump,@realDonaldTrump Prove the haters wrong like you did at WrestleMania when you shaved @VinceMcMahon's head! #SemST,2,"$MENTION$ Prove the haters wrong like you did at WrestleMania when you shaved $MENTION$ 's head ! [EOS]
# SemST [EOS]",Donald Trump [EOS],98.5875
1133,Donald Trump,I'm Fonald Frump and EVERYBODY THINKS YOU'RE AN IDIOT.forPresident #SemST,2,I 'm Fonald Frump and EVERYBODY THINKS YOU'RE AN IDIOT.forPresident # SemST [EOS],Donald Trump [EOS],98.6
1134,Hillary Clinton,I dont understand the people that bash Donald Trump but take Hillary Clinton seriously #SemST,2,I do nt understand the people that bash Donald Trump but take Hillary Clinton seriously # SemST [EOS],Hillary Clinton [EOS],98.6
1135,Feminist Movement,@trutherbotred there's a woman in a picture and she's being groped lets yell #womensrights #feminist #SemST,2,"$MENTION$ there 's a woman in a picture and she 's being groped lets yell [EOS]
# womensrights # feminist # SemST [EOS]",Feminist Movement [EOS],98.6125
1136,Donald Trump,Gee It sounds like Obami s trying to steal Trump's thunder!!!!!!!!!!  #SemST,2,"Gee It sounds like Obami s trying to steal Trump 's thunder ! ! ! ! ! ! ! ! ! ! [EOS]
# SemST [EOS]",Donald Trump [EOS],98.6125
1137,Atheism,Religious holidays should not be public. #RightsAndRecourse #Transformation #SemST,2,"Religious holidays should not be public . [EOS]
# RightsAndRecourse # Transformation # SemST [EOS]",Atheism [EOS],98.6125
1138,Atheism,@ACLU Get rid of religion... and all this will go away overnight... #humanist #egalitarian #SemST,2,"$MENTION$ Get rid of religion ... and all this will go away overnight ... [EOS]
# humanist # egalitarian # SemST [EOS]",Atheism [EOS],98.6125
1139,Hillary Clinton,@realDonaldTrump is the only honest voice of the @GOP and that should scare the shit out of everyone! #SemST,2,"$MENTION$ is the only honest voice of the $MENTION$ and that should scare the shit out of everyone ! [EOS]
# SemST [EOS]",Hillary Clinton [EOS],98.625
1140,Hillary Clinton,#HILLARY has been lying for so long that her first fib was in morse code #HillNo2016 #SemST,2,# HILLARY has been lying for so long that her first fib was in morse code # HillNo2016 # SemST [EOS],Hillary Clinton [EOS],98.6625
1141,Donald Trump,"@mexico exports it's poverty and waste to #America, not its best and brightest. #TrumpsRight #SemST",2,"$MENTION$ exports it 's poverty and waste to # America , not its best and brightest . [EOS]
# TrumpsRight # SemST [EOS]",Donald Trump [EOS],98.6625
1142,Hillary Clinton,@HillaryClinton you have my support. (Now lets see how many people unfollow me.) #2016election #SemST,2,"$MENTION$ you have my support . [EOS]
( Now lets see how many people unfollow me . ) [EOS]
# 2016election # SemST [EOS]",Hillary Clinton [EOS],98.6875
1143,Legalization of Abortion,"@WomensPowerHub there is no rape epidemic, stop ur filthy propa vagenda NOW! #doma #glbt #equality #SemST",2,"$MENTION$ there is no rape epidemic , stop ur filthy propa vagenda NOW ! [EOS]
# doma # glbt # equality # SemST [EOS]",Legalization of Abortion [EOS],98.7125
1144,Hillary Clinton,'Hillary-speak' campaign rhetoric is going to be the death of me. @jmarkwalk #SemST,2,"' Hillary - speak ' campaign rhetoric is going to be the death of me . $MENTION$ [EOS]
# SemST [EOS]",Hillary Clinton [EOS],98.7125
1145,Feminist Movement,@UnCorbeau I should check my gender-identity-that-matches-my-sexual-organs privilege. #SemST,2,"$MENTION$ I should check my gender - identity - that - matches - my - sexual - organs privilege . [EOS]
# SemST [EOS]",Feminist Movement [EOS],98.725
1146,Legalization of Abortion,"Fallopians 3:16 ""Not your fuckin' pregnancy - not your fuckin' business!""  #SemST",2,"Fallopians 3:16 "" Not your fuckin ' pregnancy - not your fuckin ' business ! "" [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],98.7375
1147,Feminist Movement,@TakedownMRAs NOTE: I got mad because some1 tore down the signs illegally  NOT because u messaged them #SemST,2,"$MENTION$ NOTE : [EOS]
I got mad because some1 tore down the signs illegally NOT because u messaged them # SemST [EOS]",Feminist Movement [EOS],98.7375
1148,Legalization of Abortion,"@LifeSite Right, where are the pre-born women's rights? #allLivesMatter #equalRights #SemST",2,"$MENTION$ [EOS]
Right , where are the pre - born women 's rights ? [EOS]
# allLivesMatter # equalRights # SemST [EOS]",Legalization of Abortion [EOS],98.75
